holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,weekend,date
None,289.21,0.0,0.0,1,Clear,sky is clear,2015-07-02 08:00:00,4987,0,2015-07-02
None,288.55,0.0,0.0,1,Clear,sky is clear,2015-07-03 08:00:00,2523,0,2015-07-03
None,292.2,0.0,0.0,1,Haze,haze,2015-07-04 08:00:00,1613,1,2015-07-04
None,293.82,0.0,0.0,40,Clouds,scattered clouds,2015-07-05 08:00:00,1482,1,2015-07-05
None,294.0,0.66,0.0,90,Rain,heavy intensity rain,2015-07-06 08:00:00,4911,0,2015-07-06
None,285.84,0.0,0.0,1,Clear,sky is clear,2015-07-07 08:00:00,5340,0,2015-07-07
None,288.81,0.0,0.0,1,Clear,sky is clear,2015-07-08 08:00:00,5431,0,2015-07-08
None,291.15,0.0,0.0,1,Haze,haze,2015-07-09 08:00:00,5450,0,2015-07-09
None,293.72,0.0,0.0,1,Clear,sky is clear,2015-07-10 08:00:00,5146,0,2015-07-10
None,294.27,0.0,0.0,1,Clear,sky is clear,2015-07-11 08:00:00,2470,1,2015-07-11
None,295.39,0.0,0.0,90,Clouds,overcast clouds,2015-07-12 08:00:00,2114,1,2015-07-12
None,293.17,0.0,0.0,40,Rain,light rain,2015-07-13 08:00:00,5369,0,2015-07-13
None,295.33,0.0,0.0,1,Haze,haze,2015-07-14 08:00:00,5324,0,2015-07-14
None,291.14,0.0,0.0,1,Rain,moderate rain,2015-07-15 08:00:00,5467,0,2015-07-15
None,293.71,0.0,0.0,90,Clouds,overcast clouds,2015-07-16 08:00:00,5417,0,2015-07-16
None,293.25,0.0,0.0,90,Mist,mist,2015-07-17 08:00:00,5245,0,2015-07-17
None,294.25,0.0,0.0,1,Clear,sky is clear,2015-07-18 08:00:00,2626,1,2015-07-18
None,292.42,0.0,0.0,1,Clear,sky is clear,2015-07-19 08:00:00,1801,1,2015-07-19
None,294.59,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 08:00:00,5149,0,2015-07-20
None,291.43,0.0,0.0,1,Clear,sky is clear,2015-07-21 08:00:00,4986,0,2015-07-21
None,293.32,0.0,0.0,1,Clear,sky is clear,2015-07-22 08:00:00,5318,0,2015-07-22
None,292.51,0.0,0.0,1,Clear,sky is clear,2015-07-23 08:00:00,4841,0,2015-07-23
None,293.25,0.25,0.0,75,Rain,light rain,2015-07-24 08:00:00,5063,0,2015-07-24
None,295.27,0.0,0.0,1,Clear,sky is clear,2015-07-25 08:00:00,1,1,2015-07-25
None,295.53,0.0,0.0,90,Clouds,overcast clouds,2015-07-26 08:00:00,1215,1,2015-07-26
None,296.42,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 08:00:00,5347,0,2015-07-27
None,294.58,13.32,0.0,90,Rain,heavy intensity rain,2015-07-28 08:00:00,5045,0,2015-07-28
None,293.4,0.0,0.0,1,Clear,sky is clear,2015-07-29 08:00:00,5299,0,2015-07-29
None,291.99,0.0,0.0,1,Clear,sky is clear,2015-07-30 08:00:00,5337,0,2015-07-30
None,292.91,0.0,0.0,1,Clear,sky is clear,2015-07-31 08:00:00,5192,0,2015-07-31
None,292.96,0.0,0.0,1,Clear,sky is clear,2015-08-01 08:00:00,2361,1,2015-08-01
None,294.71,0.0,0.0,40,Clouds,scattered clouds,2015-08-02 08:00:00,1593,1,2015-08-02
None,290.33,0.0,0.0,1,Clear,sky is clear,2015-08-03 08:00:00,5317,0,2015-08-03
None,288.19,0.0,0.0,1,Clear,sky is clear,2015-08-04 08:00:00,5243,0,2015-08-04
None,290.27,0.0,0.0,1,Clear,sky is clear,2015-08-05 08:00:00,5417,0,2015-08-05
None,291.97,0.0,0.0,90,Clouds,overcast clouds,2015-08-06 08:00:00,5316,0,2015-08-06
None,293.79,0.0,0.0,90,Clouds,overcast clouds,2015-08-07 08:00:00,5124,0,2015-08-07
None,292.53,0.0,0.0,90,Clouds,overcast clouds,2015-08-08 08:00:00,2549,1,2015-08-08
None,294.01,0.0,0.0,75,Mist,mist,2015-08-09 08:00:00,1713,1,2015-08-09
None,293.01,0.0,0.0,1,Clear,sky is clear,2015-08-10 08:00:00,5342,0,2015-08-10
None,291.19,0.0,0.0,1,Clear,sky is clear,2015-08-11 08:00:00,5350,0,2015-08-11
None,291.94,0.0,0.0,1,Clear,sky is clear,2015-08-12 08:00:00,5318,0,2015-08-12
None,295.61,0.0,0.0,1,Clear,sky is clear,2015-08-13 08:00:00,5414,0,2015-08-13
None,295.5,0.0,0.0,1,Mist,mist,2015-08-14 08:00:00,5126,0,2015-08-14
None,295.55,0.0,0.0,5,Clear,sky is clear,2015-08-15 08:00:00,2767,1,2015-08-15
None,295.84,0.0,0.0,1,Clear,sky is clear,2015-08-16 08:00:00,1742,1,2015-08-16
None,290.37,0.0,0.0,1,Clear,sky is clear,2015-08-17 08:00:00,5646,0,2015-08-17
None,289.6,0.0,0.0,75,Clouds,broken clouds,2015-08-18 08:00:00,5576,0,2015-08-18
None,287.14,0.0,0.0,90,Drizzle,heavy intensity drizzle,2015-08-19 08:00:00,5884,0,2015-08-19
None,285.14,0.0,0.0,1,Clear,sky is clear,2015-08-20 08:00:00,5820,0,2015-08-20
None,289.66,0.0,0.0,75,Clouds,broken clouds,2015-08-21 08:00:00,5289,0,2015-08-21
None,292.78,0.0,0.0,1,Clear,sky is clear,2015-08-22 08:00:00,2832,1,2015-08-22
None,287.68,0.0,0.0,90,Haze,haze,2015-08-23 08:00:00,1761,1,2015-08-23
None,285.29,0.0,0.0,90,Clouds,overcast clouds,2015-08-24 08:00:00,5595,0,2015-08-24
None,284.9,0.0,0.0,1,Clear,sky is clear,2015-08-25 08:00:00,5092,0,2015-08-25
None,283.29,0.0,0.0,5,Mist,mist,2015-08-26 08:00:00,5479,0,2015-08-26
None,289.42,0.0,0.0,1,Clear,sky is clear,2015-08-27 08:00:00,6138,0,2015-08-27
None,290.79,0.0,0.0,90,Mist,mist,2015-08-28 08:00:00,5878,0,2015-08-28
None,286.75,0.0,0.0,90,Mist,mist,2015-08-29 08:00:00,3564,1,2015-08-29
None,289.94,0.0,0.0,90,Mist,mist,2015-08-30 08:00:00,2678,1,2015-08-30
None,293.03,0.0,0.0,40,Mist,mist,2015-08-31 08:00:00,5987,0,2015-08-31
None,293.81,0.0,0.0,1,Mist,mist,2015-09-02 08:00:00,5821,0,2015-09-02
None,293.54,0.0,0.0,90,Mist,mist,2015-09-03 08:00:00,5905,0,2015-09-03
None,295.15,0.0,0.0,1,Mist,mist,2015-09-04 08:00:00,5720,0,2015-09-04
None,296.26,0.63,0.0,75,Rain,proximity shower rain,2015-09-05 08:00:00,3026,1,2015-09-05
None,296.57,0.3,0.0,90,Rain,proximity shower rain,2015-09-06 08:00:00,1936,1,2015-09-06
None,292.46,0.0,0.0,1,Clear,sky is clear,2015-09-07 08:00:00,2204,0,2015-09-07
None,291.22,0.0,0.0,1,Rain,light rain,2015-09-08 08:00:00,6018,0,2015-09-08
None,287.04,0.0,0.0,40,Mist,mist,2015-09-09 08:00:00,6118,0,2015-09-09
None,287.96,0.0,0.0,90,Mist,mist,2015-09-10 08:00:00,6222,0,2015-09-10
None,282.8,0.0,0.0,1,Clear,sky is clear,2015-09-11 08:00:00,5343,0,2015-09-11
None,280.81,0.0,0.0,1,Mist,mist,2015-09-12 08:00:00,1795,1,2015-09-12
None,283.46,0.0,0.0,1,Clear,sky is clear,2015-09-13 08:00:00,1720,1,2015-09-13
None,288.16,0.0,0.0,1,Clear,sky is clear,2015-09-14 08:00:00,5961,0,2015-09-14
None,293.12,0.0,0.0,1,Clear,sky is clear,2015-09-15 08:00:00,5947,0,2015-09-15
None,295.33,2.03,0.0,90,Rain,heavy intensity rain,2015-09-17 08:00:00,5515,0,2015-09-17
None,285.0,0.0,0.0,5,Clear,sky is clear,2015-09-18 08:00:00,6069,0,2015-09-18
None,282.38,0.0,0.0,1,Clear,sky is clear,2015-09-19 08:00:00,3497,1,2015-09-19
None,283.84,0.0,0.0,75,Clouds,broken clouds,2015-09-20 08:00:00,2147,1,2015-09-20
None,287.93,0.0,0.0,1,Clear,sky is clear,2015-09-21 08:00:00,5917,0,2015-09-21
None,289.87,0.0,0.0,40,Thunderstorm,proximity thunderstorm,2015-09-23 08:00:00,6080,0,2015-09-23
None,290.75,0.51,0.0,90,Rain,moderate rain,2015-09-24 08:00:00,5940,0,2015-09-24
None,289.47,0.0,0.0,90,Mist,mist,2015-09-25 08:00:00,5805,0,2015-09-25
None,289.04,0.0,0.0,1,Clear,sky is clear,2015-09-27 08:00:00,2347,1,2015-09-27
None,291.45,0.0,0.0,40,Clouds,scattered clouds,2015-09-28 08:00:00,5821,0,2015-09-28
None,281.2,0.0,0.0,1,Clear,sky is clear,2015-09-29 08:00:00,5844,0,2015-09-29
None,278.32,0.0,0.0,1,Clear,sky is clear,2015-09-30 08:00:00,5782,0,2015-09-30
None,278.22,0.0,0.0,1,Clear,sky is clear,2015-10-03 08:00:00,3422,1,2015-10-03
None,278.49,0.0,0.0,1,Clear,sky is clear,2015-10-04 08:00:00,2202,1,2015-10-04
None,286.37,0.0,0.0,5,Clear,sky is clear,2015-10-11 08:00:00,1247,1,2015-10-11
None,287.33,0.0,0.0,90,Clouds,overcast clouds,2015-10-12 08:00:00,5368,0,2015-10-12
None,279.73,0.0,0.0,75,Clouds,broken clouds,2015-10-13 08:00:00,5772,0,2015-10-13
None,280.72,0.0,0.0,1,Clear,sky is clear,2015-10-15 08:00:00,5290,0,2015-10-15
None,273.98,0.0,0.0,1,Clear,sky is clear,2015-10-16 08:00:00,5024,0,2015-10-16
None,274.29,0.0,0.0,1,Clear,sky is clear,2015-10-18 08:00:00,2131,1,2015-10-18
None,275.08,0.0,0.0,1,Mist,mist,2015-10-22 08:00:00,5808,0,2015-10-22
None,281.75,0.0,0.0,1,Clear,sky is clear,2015-10-27 08:00:00,5957,0,2015-10-27
None,280.93,0.0,0.0,90,Rain,moderate rain,2015-10-28 08:00:00,5329,0,2015-10-28
None,278.93,0.0,0.0,90,Rain,light rain,2015-10-29 08:00:00,5760,0,2015-10-29
None,277.89,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 08:00:00,5405,0,2015-10-30
None,280.43,0.0,0.0,1,Mist,mist,2015-11-03 08:00:00,5719,0,2015-11-03
None,286.23,0.0,0.0,75,Mist,mist,2015-11-04 08:00:00,6098,0,2015-11-04
None,273.22,0.0,0.0,5,Clear,sky is clear,2015-11-07 08:00:00,3047,1,2015-11-07
None,278.15,0.0,0.0,5,Clear,sky is clear,2015-11-08 08:00:00,2181,1,2015-11-08
None,276.62,0.0,0.0,1,Mist,mist,2015-11-11 08:00:00,5409,0,2015-11-11
None,278.22,0.0,0.0,90,Drizzle,light intensity drizzle,2015-11-12 08:00:00,5789,0,2015-11-12
None,273.28,0.0,0.0,1,Clear,sky is clear,2015-11-13 08:00:00,5600,0,2015-11-13
None,274.72,0.0,0.0,1,Clear,sky is clear,2015-11-14 08:00:00,3256,1,2015-11-14
None,279.22,0.0,0.0,5,Clear,sky is clear,2015-11-15 08:00:00,2033,1,2015-11-15
None,283.01,0.0,0.0,90,Rain,heavy intensity rain,2015-11-17 08:00:00,5356,0,2015-11-17
None,286.43,0.0,0.0,75,Clouds,broken clouds,2015-11-18 08:00:00,5944,0,2015-11-18
None,272.65,0.0,0.0,75,Snow,light snow,2015-11-19 08:00:00,5789,0,2015-11-19
None,264.23,0.0,0.0,1,Clear,sky is clear,2015-11-21 08:00:00,3231,1,2015-11-21
None,265.08,0.0,0.0,1,Clear,sky is clear,2015-11-22 08:00:00,1862,1,2015-11-22
None,271.61,0.0,0.0,20,Clouds,few clouds,2015-11-23 08:00:00,5544,0,2015-11-23
None,278.01,0.0,0.0,1,Clear,sky is clear,2015-11-25 08:00:00,5181,0,2015-11-25
None,274.55,0.0,0.0,90,Snow,light snow,2015-11-26 08:00:00,1194,0,2015-11-26
None,261.95,0.0,0.0,1,Mist,mist,2015-11-28 08:00:00,2107,1,2015-11-28
None,268.5,0.0,0.0,90,Clouds,overcast clouds,2015-11-29 08:00:00,1637,1,2015-11-29
None,272.28,0.0,0.0,90,Snow,light snow,2015-11-30 08:00:00,4233,0,2015-11-30
None,273.94,0.0,0.0,90,Snow,light snow,2015-12-01 08:00:00,4740,0,2015-12-01
None,271.41,0.0,0.0,90,Snow,light snow,2015-12-02 08:00:00,5886,0,2015-12-02
None,267.31,0.0,0.0,1,Mist,mist,2015-12-04 08:00:00,5784,0,2015-12-04
None,276.61,0.0,0.0,75,Clouds,broken clouds,2015-12-05 08:00:00,3009,1,2015-12-05
None,272.22,0.0,0.0,1,Mist,mist,2015-12-08 08:00:00,5524,0,2015-12-08
None,271.86,0.0,0.0,1,Mist,mist,2015-12-09 08:00:00,6067,0,2015-12-09
None,278.54,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-10 08:00:00,5883,0,2015-12-10
None,275.49,0.0,0.0,90,Clouds,overcast clouds,2015-12-11 08:00:00,5570,0,2015-12-11
None,276.87,0.0,0.0,90,Rain,moderate rain,2015-12-13 08:00:00,1656,1,2015-12-13
None,272.58,0.0,0.0,90,Mist,mist,2015-12-15 08:00:00,5789,0,2015-12-15
None,275.44,0.0,0.0,90,Mist,mist,2015-12-16 08:00:00,5882,0,2015-12-16
None,270.93,0.0,0.0,90,Snow,light snow,2015-12-17 08:00:00,5707,0,2015-12-17
None,265.02,0.0,0.0,90,Clouds,overcast clouds,2015-12-18 08:00:00,5477,0,2015-12-18
None,259.74,0.0,0.0,1,Clear,sky is clear,2015-12-19 08:00:00,2699,1,2015-12-19
None,271.81,0.0,0.0,90,Mist,mist,2015-12-22 08:00:00,5193,0,2015-12-22
None,274.73,0.64,0.0,90,Rain,moderate rain,2015-12-23 08:00:00,4619,0,2015-12-23
None,269.08,0.0,0.0,90,Clouds,overcast clouds,2015-12-24 08:00:00,2639,0,2015-12-24
None,270.57,0.0,0.0,75,Haze,haze,2015-12-25 08:00:00,746,0,2015-12-25
None,270.74,0.0,0.05,90,Snow,light snow,2015-12-26 08:00:00,1472,1,2015-12-26
None,269.4,0.0,0.1,75,Snow,light snow,2015-12-29 08:00:00,2979,0,2015-12-29
None,260.0,0.0,0.0,20,Mist,mist,2015-12-31 08:00:00,3922,0,2015-12-31
None,264.8,0.0,0.0,75,Clouds,broken clouds,2016-01-01 08:00:00,1077,0,2016-01-01
None,264.19,0.0,0.0,1,Clear,sky is clear,2016-01-02 08:00:00,1880,1,2016-01-02
None,258.93,0.0,0.0,1,Fog,fog,2016-01-04 08:00:00,5670,0,2016-01-04
None,267.61,0.0,0.0,1,Clear,sky is clear,2016-01-05 08:00:00,5762,0,2016-01-05
None,258.9,0.0,0.0,90,Clouds,overcast clouds,2016-01-09 08:00:00,1885,1,2016-01-09
None,249.22,0.0,0.0,1,Clear,sky is clear,2016-01-10 08:00:00,1721,1,2016-01-10
None,248.61,0.0,0.0,75,Haze,haze,2016-01-11 08:00:00,5494,0,2016-01-11
None,251.95,0.0,0.0,1,Clear,sky is clear,2016-01-12 08:00:00,5207,0,2016-01-12
None,254.96,0.0,0.0,90,Clouds,overcast clouds,2016-01-13 08:00:00,6191,0,2016-01-13
None,265.65,0.0,0.0,40,Haze,haze,2016-01-14 08:00:00,5714,0,2016-01-14
None,267.01,0.0,0.0,90,Mist,mist,2016-01-15 08:00:00,5502,0,2016-01-15
None,254.51,0.0,0.0,40,Clouds,scattered clouds,2016-01-16 08:00:00,2603,1,2016-01-16
None,247.15,0.0,0.0,1,Clear,sky is clear,2016-01-17 08:00:00,1988,1,2016-01-17
None,249.65,0.0,0.0,90,Clouds,overcast clouds,2016-01-18 08:00:00,3497,0,2016-01-18
None,249.49,0.0,0.0,1,Clear,sky is clear,2016-01-19 08:00:00,5883,0,2016-01-19
None,265.55,0.0,0.0,90,Snow,light snow,2016-01-22 08:00:00,5460,0,2016-01-22
None,269.88,0.0,0.0,90,Mist,mist,2016-01-24 08:00:00,1895,1,2016-01-24
None,264.5,0.0,0.0,75,Clouds,broken clouds,2016-01-27 08:00:00,6312,0,2016-01-27
None,274.29,0.0,0.0,90,Clouds,overcast clouds,2016-01-28 08:00:00,5815,0,2016-01-28
None,268.22,0.0,0.0,90,Clouds,overcast clouds,2016-01-29 08:00:00,5591,0,2016-01-29
None,271.51,0.0,0.0,1,Mist,mist,2016-01-31 08:00:00,2231,1,2016-01-31
None,270.61,0.0,0.0,90,Clouds,overcast clouds,2016-02-02 08:00:00,5526,0,2016-02-02
None,265.23,0.0,0.0,90,Snow,light snow,2016-02-03 08:00:00,4172,0,2016-02-03
None,262.88,0.0,0.0,90,Snow,light snow,2016-02-04 08:00:00,5383,0,2016-02-04
None,257.51,0.0,0.0,75,Mist,mist,2016-02-05 08:00:00,5716,0,2016-02-05
None,269.68,0.0,0.0,40,Mist,mist,2016-02-06 08:00:00,2704,1,2016-02-06
None,276.21,0.0,0.0,75,Clouds,broken clouds,2016-02-07 08:00:00,2063,1,2016-02-07
None,261.87,0.0,0.0,90,Snow,light snow,2016-02-08 08:00:00,5471,0,2016-02-08
None,258.21,0.0,0.0,1,Clear,sky is clear,2016-02-09 08:00:00,5947,0,2016-02-09
None,253.36,0.0,0.0,1,Clear,sky is clear,2016-02-11 08:00:00,5965,0,2016-02-11
None,251.38,0.0,0.0,1,Clear,sky is clear,2016-02-13 08:00:00,2704,1,2016-02-13
None,262.01,0.0,0.0,90,Snow,light snow,2016-02-14 08:00:00,2063,1,2016-02-14
None,266.86,0.0,0.0,90,Mist,mist,2016-02-15 08:00:00,4694,0,2016-02-15
None,260.82,0.0,0.0,1,Clear,sky is clear,2016-02-17 08:00:00,5973,0,2016-02-17
None,270.36,0.0,0.0,1,Clear,sky is clear,2016-02-21 08:00:00,1907,1,2016-02-21
None,274.01,0.0,0.0,90,Snow,light snow,2016-02-23 08:00:00,5556,0,2016-02-23
None,270.43,0.0,0.0,75,Clouds,broken clouds,2016-02-25 08:00:00,5863,0,2016-02-25
None,274.74,0.0,0.0,90,Clouds,overcast clouds,2016-02-28 08:00:00,1985,1,2016-02-28
None,270.16,0.0,0.0,90,Clouds,overcast clouds,2016-02-29 08:00:00,5772,0,2016-02-29
None,263.15,0.0,0.0,90,Clouds,overcast clouds,2016-03-01 08:00:00,5959,0,2016-03-01
None,276.61,0.0,0.0,40,Clouds,scattered clouds,2016-03-06 08:00:00,1987,1,2016-03-06
None,286.68,0.0,0.0,90,Clouds,overcast clouds,2016-03-08 08:00:00,6003,0,2016-03-08
None,275.43,0.0,0.0,90,Drizzle,light intensity drizzle,2016-03-09 08:00:00,6115,0,2016-03-09
None,273.82,0.0,0.0,90,Mist,mist,2016-03-10 08:00:00,6009,0,2016-03-10
None,283.64,0.0,0.0,5,Clear,sky is clear,2016-03-12 08:00:00,3792,1,2016-03-12
None,281.62,0.0,0.0,75,Rain,light rain,2016-03-13 08:00:00,1693,1,2016-03-13
None,281.93,0.0,0.0,90,Mist,mist,2016-03-14 08:00:00,5969,0,2016-03-14
None,284.36,0.0,0.0,90,Rain,moderate rain,2016-03-15 08:00:00,5771,0,2016-03-15
None,274.86,0.0,0.0,1,Clear,sky is clear,2016-03-17 08:00:00,6104,0,2016-03-17
None,272.51,0.0,0.0,90,Snow,light snow,2016-03-18 08:00:00,5414,0,2016-03-18
None,270.79,0.0,0.0,90,Snow,light snow,2016-03-19 08:00:00,3125,1,2016-03-19
None,269.94,0.0,0.0,1,Clear,sky is clear,2016-03-20 08:00:00,2093,1,2016-03-20
None,271.15,0.0,0.0,1,Clear,sky is clear,2016-03-21 08:00:00,5884,0,2016-03-21
None,276.15,0.0,0.0,1,Clear,sky is clear,2016-03-22 08:00:00,6137,0,2016-03-22
None,271.69,0.0,0.0,1,Clear,sky is clear,2016-03-25 08:00:00,5170,0,2016-03-25
None,277.87,0.0,0.0,90,Rain,moderate rain,2016-03-26 08:00:00,2608,1,2016-03-26
None,275.22,0.0,0.0,90,Rain,moderate rain,2016-03-27 08:00:00,1670,1,2016-03-27
None,279.93,0.0,0.0,1,Clear,sky is clear,2016-03-29 08:00:00,5928,0,2016-03-29
None,279.72,0.0,0.0,90,Rain,heavy intensity rain,2016-03-30 08:00:00,5923,0,2016-03-30
None,277.61,0.0,0.0,90,Rain,light rain,2016-03-31 08:00:00,5980,0,2016-03-31
None,271.09,0.0,0.0,40,Snow,light snow,2016-04-02 08:00:00,3145,1,2016-04-02
None,274.05,0.0,0.0,75,Clouds,broken clouds,2016-04-03 08:00:00,2484,1,2016-04-03
None,273.9,0.0,0.0,90,Clouds,overcast clouds,2016-04-05 08:00:00,6246,0,2016-04-05
None,274.28,0.0,0.0,1,Mist,mist,2016-04-06 08:00:00,6251,0,2016-04-06
None,273.65,0.0,0.0,90,Snow,light snow,2016-04-07 08:00:00,5941,0,2016-04-07
None,272.62,0.0,0.0,90,Snow,light snow,2016-04-08 08:00:00,5939,0,2016-04-08
None,268.81,0.0,0.0,1,Clear,sky is clear,2016-04-09 08:00:00,3210,1,2016-04-09
None,275.86,0.0,0.0,75,Clouds,broken clouds,2016-04-10 08:00:00,2759,1,2016-04-10
None,272.71,0.0,0.0,75,Clouds,broken clouds,2016-04-11 08:00:00,6024,0,2016-04-11
None,272.58,0.0,0.0,1,Clear,sky is clear,2016-04-12 08:00:00,6199,0,2016-04-12
None,281.12,0.0,0.0,1,Clear,sky is clear,2016-04-13 08:00:00,6150,0,2016-04-13
None,285.79,0.0,0.0,40,Clouds,scattered clouds,2016-04-14 08:00:00,6171,0,2016-04-14
None,288.94,0.0,0.0,90,Clouds,overcast clouds,2016-04-16 08:00:00,3475,1,2016-04-16
None,291.22,0.0,0.0,1,Clear,sky is clear,2016-04-17 08:00:00,2116,1,2016-04-17
None,289.44,0.0,0.0,1,Clear,sky is clear,2016-04-18 08:00:00,6328,0,2016-04-18
None,282.87,0.0,0.0,90,Mist,mist,2016-04-19 08:00:00,6332,0,2016-04-19
None,284.08,0.0,0.0,90,Haze,haze,2016-04-20 08:00:00,6405,0,2016-04-20
None,285.29,0.0,0.0,90,Mist,mist,2016-04-21 08:00:00,6303,0,2016-04-21
None,278.952,0.0,0.0,0,Clear,Sky is Clear,2016-04-22 08:00:00,6166,0,2016-04-22
